Query 3 Results Monetdb


+----------+-------------------------------------------+-------------+---------+
| l_orderk | revenue                                   | o_orderdate | o_shipp |
|   420195 |                                75627.4512 | 1995-06-14  |       0 |
|   442630 |                                75536.0200 | 1995-07-02  |       0 |
|   200480 |                                75441.1392 | 1995-06-08  |       0 |
|   434565 |                                75415.1200 | 1995-05-10  |       0 |
|   355299 |                                75327.6864 | 1995-06-19  |       0 |
|   449221 |                                75289.1200 | 1995-06-02  |       0 |
|   381381 |                                74814.1260 | 1995-05-30  |       0 |
|   521026 |                                74090.0160 | 1995-05-21  |       0 |
|   358275 |                                73702.3600 | 1995-05-24  |       0 |
|   344068 |                                73686.6760 | 1995-07-21  |       0 |
|   196999 |                                73570.1901 | 1995-07-06  |       0 |
|   206694 |                                73048.5535 | 1995-07-20  |       0 |
|   515136 |                                72952.4298 | 1995-06-30  |       0 |
|   588581 |                                72951.0630 | 1995-05-23  |       0 |
|   219970 |                                72875.5400 | 1995-07-31  |       0 |
|   431362 |                                72524.0784 | 1995-06-14  |       0 |
|   125734 |                                72431.4577 | 1995-07-07  |       0 |
|   460452 |                                72394.4215 | 1995-07-13  |       0 |
|   563297 |                                72245.5612 | 1995-06-14  |       0 |
|    63105 |                                71784.9107 | 1995-07-28  |       0 |
|   379840 |                                71552.6856 | 1995-06-14  |       0 |
|     1702 |                                71438.8600 | 1995-05-07  |       0 |
|   579392 |                                71390.7810 | 1995-06-01  |       0 |
|     5379 |                                71235.2520 | 1995-08-08  |       0 |
|   420611 |                                71171.7984 | 1995-08-04  |       0 |
|   432870 |                                70685.8518 | 1995-06-08  |       0 |
|     8995 |                                70625.0328 | 1995-05-18  |       0 |
|   317637 |                                70474.9850 | 1995-06-14  |       0 |
|   544865 |                                70375.2308 | 1995-05-13  |       0 |
|   445924 |                                70196.3704 | 1995-08-04  |       0 |
|   306210 |                                70020.8510 | 1995-08-04  |       0 |
|   541536 |                                69536.9899 | 1995-07-20  |       0 |
|   316580 |                                69492.0303 | 1995-06-18  |       0 |
|   447521 |                                68888.5080 | 1995-08-14  |       0 |
|   525219 |                                68883.8160 | 1995-06-30  |       0 |
|   247585 |                                68850.2836 | 1995-07-24  |       0 |
|   579014 |                                68787.8307 | 1995-07-18  |       0 |
|   229539 |                                68758.4985 | 1995-06-11  |       0 |
|   110337 |                                68683.3901 | 1995-06-07  |       0 |
|    16416 |                                68373.8550 | 1995-08-10  |       0 |
|   483329 |                                68228.5078 | 1995-07-17  |       0 |
|   122914 |                                68034.2208 | 1995-08-09  |       0 |
|   493764 |                                67747.2087 | 1995-07-07  |       0 |
|   321760 |                                67742.9212 | 1995-08-04  |       0 |
|   538246 |                                67494.4770 | 1995-07-07  |       0 |
|   309863 |                                67418.4042 | 1995-06-22  |       0 |
|   380516 |                                66868.3008 | 1995-06-21  |       0 |
|   196805 |                                66843.2210 | 1995-06-29  |       0 |
|   587906 |                                66808.1400 | 1995-05-25  |       0 |
|   241154 |                                66712.6525 | 1995-07-31  |       0 |
|   297509 |                                66674.6500 | 1995-06-21  |       0 |
|   536806 |                                66546.7060 | 1995-07-24  |       0 |
|    99297 |                                66322.7860 | 1995-07-18  |       0 |
|   410850 |                                66281.0060 | 1995-06-06  |       0 |
|   284231 |                                66243.6765 | 1995-05-12  |       0 |
|   144422 |                                66220.1876 | 1995-07-15  |       0 |
|    67812 |                                66026.0601 | 1995-06-17  |       0 |
|   475809 |                                65972.7027 | 1995-05-09  |       0 |
|    57444 |                                65945.8380 | 1995-05-15  |       0 |
|   337415 |                                65771.3520 | 1995-05-05  |       0 |
|   427746 |                                65699.1048 | 1995-07-18  |       0 |
|   259586 |                                65600.8200 | 1995-06-17  |       0 |
|   279872 |                                65535.4755 | 1995-05-15  |       0 |
|   285925 |                                65517.5290 | 1995-06-20  |       0 |
|     1317 |                                65512.8432 | 1995-05-19  |       0 |
|     3554 |                                65331.5328 | 1995-06-17  |       0 |
|   513831 |                                65288.3883 | 1995-07-26  |       0 |
|   118849 |                                65261.0718 | 1995-07-11  |       0 |
|   371876 |                                65239.4306 | 1995-07-23  |       0 |
|    62692 |                                65155.6757 | 1995-07-01  |       0 |
|   109475 |                                65071.7397 | 1995-06-16  |       0 |
|     4643 |                                64974.5400 | 1995-06-30  |       0 |
|   165701 |                                64801.0428 | 1995-07-16  |       0 |
|   444642 |                                64787.4450 | 1995-06-03  |       0 |
|   362402 |                                64784.5224 | 1995-07-26  |       0 |
|   317986 |                                64643.5548 | 1995-07-16  |       0 |
|     7847 |                                64602.5229 | 1995-07-04  |       0 |
|   500193 |                                64552.6200 | 1995-06-25  |       0 |
|    31556 |                                64449.1284 | 1995-07-28  |       0 |
|    18340 |                                64195.6954 | 1995-06-18  |       0 |
|   287398 |                                64193.4000 | 1995-06-13  |       0 |
|   369537 |                                63890.5657 | 1995-06-04  |       0 |
|   235943 |                                63844.2635 | 1995-07-06  |       0 |
|   390564 |                                63834.3858 | 1995-07-23  |       0 |
|   340165 |                                63699.8306 | 1995-06-07  |       0 |
|   430308 |                                63639.9309 | 1995-06-06  |       0 |
|   226914 |                                63525.9505 | 1995-07-01  |       0 |
|   142305 |                                63502.4080 | 1995-07-12  |       0 |
|   116737 |                                63414.3419 | 1995-07-12  |       0 |
|   107142 |                                63361.9170 | 1995-05-31  |       0 |
|   462790 |                                63285.9876 | 1995-05-16  |       0 |
|   540711 |                                63016.4250 | 1995-06-01  |       0 |
|   382501 |                                62897.2644 | 1995-06-30  |       0 |
|   135239 |                                62892.5394 | 1995-05-31  |       0 |
|   430373 |                                62787.1300 | 1995-06-24  |       0 |
|    36933 |                                62604.4110 | 1995-07-13  |       0 |
|   331202 |                                62424.5258 | 1995-06-12  |       0 |
|   354820 |                                62406.5926 | 1995-07-27  |       0 |
|   542688 |                                62295.8721 | 1995-07-03  |       0 |
|   347106 |                                62145.2000 | 1995-06-27  |       0 |
|   284708 |                                61825.8120 | 1995-07-13  |       0 |
|    86631 |                                61793.3912 | 1995-08-01  |       0 |
|   278150 |                                61750.3560 | 1995-06-16  |       0 |
|     6407 |                                61510.4936 | 1995-07-25  |       0 |
|   354788 |                                61495.9976 | 1995-06-28  |       0 |
|    30853 |                                61483.5426 | 1995-07-28  |       0 |
|   592993 |                                61444.8000 | 1995-06-17  |       0 |
|     1440 |                                61207.8000 | 1995-08-10  |       0 |
|   489762 |                                61017.4255 | 1995-06-12  |       0 |
|   478150 |                                60615.5616 | 1995-07-18  |       0 |
|    66311 |                                60614.3984 | 1995-07-15  |       0 |
|    74852 |                                60604.9248 | 1995-06-22  |       0 |
|    84353 |                                60579.1550 | 1995-05-24  |       0 |
|   575522 |                                60506.0278 | 1995-06-03  |       0 |
|   439780 |                                60466.7874 | 1995-07-12  |       0 |
|   110085 |                                60165.8844 | 1995-07-12  |       0 |
|    71841 |                                59915.3868 | 1995-06-03  |       0 |
|   111360 |                                59669.9180 | 1995-06-04  |       0 |
|   106662 |                                59623.9728 | 1995-06-14  |       0 |
|   583745 |                                59541.8660 | 1995-07-19  |       0 |
|   525344 |                                59522.5988 | 1995-08-14  |       0 |
|    59808 |                                59254.2990 | 1995-07-16  |       0 |
|   164548 |                                59221.6910 | 1995-06-02  |       0 |
|   105253 |                                59098.4090 | 1995-05-15  |       0 |
|   570885 |                                58954.3920 | 1995-08-03  |       0 |
|    56647 |                                58928.7380 | 1995-08-04  |       0 |
|   150434 |                                58815.0663 | 1995-07-24  |       0 |
|   421925 |                                58781.0125 | 1995-05-26  |       0 |
|    69093 |                                58780.6730 | 1995-08-10  |       0 |
|   328805 |                                58701.4528 | 1995-08-14  |       0 |
|   262855 |                                58642.8635 | 1995-04-29  |       0 |
|   135014 |                                58596.6330 | 1995-08-05  |       0 |
|   243331 |                                58594.0262 | 1995-08-05  |       0 |
|   303170 |                                58490.5728 | 1995-06-08  |       0 |
|    88644 |                                58417.9038 | 1995-08-14  |       0 |
|   128770 |                                58384.4856 | 1995-07-29  |       0 |
|    98660 |                                58354.2688 | 1995-07-27  |       0 |
|    21159 |                                58052.4854 | 1995-06-08  |       0 |
|   356005 |                                57711.4016 | 1995-07-04  |       0 |
|   101441 |                                57569.5668 | 1995-06-22  |       0 |
|   488002 |                                57397.6369 | 1995-07-27  |       0 |
|   233890 |                                57086.6072 | 1995-07-07  |       0 |
|    75138 |                                56897.6416 | 1995-07-04  |       0 |
|   163618 |                                56524.6208 | 1995-06-15  |       0 |
|   267778 |                                56472.5896 | 1995-08-08  |       0 |
|    81189 |                                56255.4000 | 1995-06-01  |       0 |
|   300546 |                                55667.3176 | 1995-07-25  |       0 |
|   186882 |                                55545.6356 | 1995-06-26  |       0 |
|   222470 |                                55091.2388 | 1995-07-29  |       0 |
|   434823 |                                55032.4170 | 1995-07-06  |       0 |
|   110660 |                                54785.1090 | 1995-06-18  |       0 |
|   317954 |                                54519.9502 | 1995-07-12  |       0 |
|    14471 |                                53982.6723 | 1995-05-27  |       0 |
|   197894 |                                53958.0800 | 1995-05-25  |       0 |
|    91750 |                                53906.7912 | 1995-06-26  |       0 |
|    91235 |                                53635.9950 | 1995-06-03  |       0 |
|   365312 |                                53582.7304 | 1995-05-16  |       0 |
|   538279 |                                53293.2784 | 1995-08-03  |       0 |
|   197024 |                                53134.8300 | 1995-07-05  |       0 |
|   305671 |                                53122.9436 | 1995-07-25  |       0 |
|   533571 |                                52999.5868 | 1995-05-30  |       0 |
|     7137 |                                52895.2345 | 1995-07-30  |       0 |
|   233700 |                                52681.7396 | 1995-06-14  |       0 |
|   580514 |                                52610.2395 | 1995-05-25  |       0 |
|   183207 |                                52541.4799 | 1995-07-13  |       0 |
|   387333 |                                52462.0068 | 1995-07-06  |       0 |
|   150567 |                                52399.5490 | 1995-06-20  |       0 |
|   500772 |                                52265.3184 | 1995-05-27  |       0 |
|   388962 |                                52177.2888 | 1995-07-05  |       0 |
|   389955 |                                51618.1211 | 1995-06-19  |       0 |
|    59938 |                                51613.7790 | 1995-08-07  |       0 |
|   184290 |                                51384.4968 | 1995-05-16  |       0 |
|     6276 |                                51361.5982 | 1995-05-08  |       0 |
|   485059 |                                51355.9904 | 1995-05-26  |       0 |
|   191777 |                                50670.3400 | 1995-05-18  |       0 |
|   127334 |                                50642.9525 | 1995-06-11  |       0 |
|   205796 |                                50477.9076 | 1995-05-29  |       0 |
|   153254 |                                50245.9960 | 1995-06-09  |       0 |
|   184711 |                                50041.8876 | 1995-06-23  |       0 |
|    97984 |                                49803.6310 | 1995-05-08  |       0 |
|    60128 |                                49797.2520 | 1995-05-30  |       0 |
|   199939 |                                49713.4980 | 1995-08-10  |       0 |
|   311461 |                                49511.1780 | 1995-07-21  |       0 |
|   128707 |                                49483.0756 | 1995-06-03  |       0 |
|   510118 |                                48920.4330 | 1995-08-07  |       0 |
|   201412 |                                48857.8848 | 1995-06-18  |       0 |
|   183397 |                                48799.3528 | 1995-07-20  |       0 |
|   351777 |                                48541.2608 | 1995-05-31  |       0 |
|   238049 |                                48493.3768 | 1995-07-25  |       0 |
|   596387 |                                48283.3197 | 1995-07-14  |       0 |
|    41924 |                                47994.4542 | 1995-05-26  |       0 |
|   216420 |                                47994.3144 | 1995-05-30  |       0 |
|   403202 |                                47971.9296 | 1995-07-28  |       0 |
|   168290 |                                47934.8004 | 1995-05-20  |       0 |
|     4933 |                                47757.8466 | 1995-07-14  |       0 |
|   479008 |                                47743.5840 | 1995-08-06  |       0 |
|   417600 |                                47678.4000 | 1995-05-12  |       0 |
|   140709 |                                47602.0145 | 1995-07-15  |       0 |
|   305792 |                                47570.0245 | 1995-05-24  |       0 |
|   353029 |                                47340.6560 | 1995-07-25  |       0 |
|   344740 |                                47149.2500 | 1995-05-18  |       0 |
|   542885 |                                47124.7440 | 1995-07-30  |       0 |
|   364645 |                                47106.0324 | 1995-07-14  |       0 |
|   307174 |                                47024.3004 | 1995-07-15  |       0 |
|   384004 |                                46726.8214 | 1995-05-26  |       0 |
|   114819 |                                46437.6283 | 1995-07-02  |       0 |
|   387744 |                                46187.0208 | 1995-05-07  |       0 |
|   229733 |                                45882.4976 | 1995-05-01  |       0 |
|   303392 |                                45790.6995 | 1995-05-13  |       0 |
|     5667 |                                45738.6748 | 1995-08-10  |       0 |
|   444387 |                                45709.7963 | 1995-06-30  |       0 |
|   227776 |                                45364.2661 | 1995-08-02  |       0 |
|   284709 |                                45349.2256 | 1995-06-10  |       0 |
|    61796 |                                45224.9616 | 1995-06-24  |       0 |
|   552512 |                                45163.0308 | 1995-08-10  |       0 |
|   574886 |                                45114.3900 | 1995-07-07  |       0 |
|   363200 |                                45081.4632 | 1995-08-12  |       0 |
|   220742 |                                45064.4850 | 1995-08-02  |       0 |
|   556419 |                                44430.4637 | 1995-06-30  |       0 |
|   529184 |                                44153.2728 | 1995-06-30  |       0 |
|   535937 |                                43910.9858 | 1995-06-10  |       0 |
|   216967 |                                43508.3277 | 1995-07-15  |       0 |
|   455111 |                                43463.9748 | 1995-06-01  |       0 |
|   148322 |                                43268.4672 | 1995-06-08  |       0 |
|   449092 |                                43235.7312 | 1995-06-20  |       0 |
|   461218 |                                43215.6998 | 1995-06-21  |       0 |
|    27328 |                                43153.7904 | 1995-06-05  |       0 |
|   425573 |                                43053.7437 | 1995-06-25  |       0 |
|   455937 |                                42998.1600 | 1995-06-18  |       0 |
|   516739 |                                42927.9624 | 1995-05-29  |       0 |
|   391847 |                                42809.3988 | 1995-06-07  |       0 |
|   361761 |                                42757.8240 | 1995-06-28  |       0 |
|   327590 |                                42607.2444 | 1995-08-01  |       0 |
|   394017 |                                42560.6160 | 1995-05-19  |       0 |
|   439047 |                                42543.8570 | 1995-06-23  |       0 |
|   243872 |                                42502.6200 | 1995-06-06  |       0 |
|   536032 |                                42445.2699 | 1995-06-01  |       0 |
|    44579 |                                42144.9633 | 1995-06-04  |       0 |
|    21568 |                                41670.8820 | 1995-07-20  |       0 |
|   248322 |                                41548.4800 | 1995-07-16  |       0 |
|   195110 |                                41398.1568 | 1995-07-02  |       0 |
|   225447 |                                41263.1604 | 1995-05-11  |       0 |
|   171046 |                                41226.1035 | 1995-08-08  |       0 |
|   551558 |                                41185.9485 | 1995-06-19  |       0 |
|   598881 |                                40993.4200 | 1995-06-09  |       0 |
|    39586 |                                40944.7872 | 1995-05-20  |       0 |
|   224323 |                                40410.3744 | 1995-06-12  |       0 |
|   331779 |                                40268.6550 | 1995-05-21  |       0 |
|   203458 |                                40250.7884 | 1995-08-13  |       0 |
|   597892 |                                40233.8226 | 1995-06-19  |       0 |
|   529478 |                                40190.2848 | 1995-06-04  |       0 |
|    43298 |                                39932.7010 | 1995-07-11  |       0 |
|   340448 |                                39927.7152 | 1995-06-03  |       0 |
|   458754 |                                39897.4008 | 1995-06-12  |       0 |
|    39525 |                                39697.9056 | 1995-06-12  |       0 |
|   442021 |                                39639.6833 | 1995-08-08  |       0 |
|    86947 |                                39528.0208 | 1995-07-26  |       0 |
|   535014 |                                39520.1268 | 1995-06-19  |       0 |
|   464966 |                                39057.4422 | 1995-06-11  |       0 |
|   565313 |                                38954.6948 | 1995-05-23  |       0 |
|   546242 |                                38862.1094 | 1995-08-13  |       0 |
|   461536 |                                38731.4816 | 1995-05-27  |       0 |
|   471460 |                                38667.9448 | 1995-06-11  |       0 |
|   129989 |                                38492.1000 | 1995-05-16  |       0 |
|    21542 |                                38490.4290 | 1995-05-22  |       0 |
|    28931 |                                38477.5146 | 1995-06-27  |       0 |
|   594823 |                                38430.7506 | 1995-06-12  |       0 |
|   210689 |                                38342.8305 | 1995-05-07  |       0 |
|   308483 |                                38210.9235 | 1995-08-01  |       0 |
|   396640 |                                38119.7772 | 1995-06-08  |       0 |
|   321828 |                                38046.7656 | 1995-06-10  |       0 |
|   118630 |                                37945.1660 | 1995-05-13  |       0 |
|   303490 |                                37856.7189 | 1995-05-16  |       0 |
|   573318 |                                37782.0625 | 1995-05-18  |       0 |
|    11910 |                                37150.6800 | 1995-06-16  |       0 |
|   110563 |                                37083.5452 | 1995-06-30  |       0 |
|   524833 |                                37022.8700 | 1995-06-24  |       0 |
|   336133 |                                36966.3840 | 1995-06-15  |       0 |
|   536160 |                                36665.6145 | 1995-07-14  |       0 |
|      995 |                                36644.1075 | 1995-05-31  |       0 |
|    52160 |                                36466.7316 | 1995-07-04  |       0 |
|   374242 |                                36427.9060 | 1995-06-13  |       0 |
|    17382 |                                36331.3508 | 1995-07-05  |       0 |
|   400997 |                                36330.7412 | 1995-06-16  |       0 |
|      551 |                                35957.6000 | 1995-05-30  |       0 |
|   228294 |                                35779.3560 | 1995-08-13  |       0 |
|   176102 |                                35678.3328 | 1995-05-28  |       0 |
|   470598 |                                34990.3316 | 1995-06-27  |       0 |
|   242373 |                                34956.8000 | 1995-06-09  |       0 |
|   202149 |                                34653.0789 | 1995-04-30  |       0 |
|   110881 |                                34447.9356 | 1995-07-09  |       0 |
|   219398 |                                34346.8224 | 1995-06-26  |       0 |
|   540036 |                                34319.3760 | 1995-06-27  |       0 |
|   147877 |                                34193.3760 | 1995-08-13  |       0 |
|   275552 |                                34171.3248 | 1995-06-01  |       0 |
|   331043 |                                34106.6880 | 1995-05-25  |       0 |
|   449895 |                                34047.8600 | 1995-05-29  |       0 |
|   409345 |                                33735.2412 | 1995-07-15  |       0 |
|   246438 |                                33403.8580 | 1995-07-02  |       0 |
|   440165 |                                32901.7680 | 1995-06-04  |       0 |
|   432198 |                                32895.0556 | 1995-06-16  |       0 |
|   539492 |                                32882.8500 | 1995-06-10  |       0 |
|    71268 |                                32695.5475 | 1995-07-13  |       0 |
|   381952 |                                32650.8300 | 1995-07-31  |       0 |
|    68967 |                                32385.6288 | 1995-06-24  |       0 |
|   249217 |                                32262.9500 | 1995-07-18  |       0 |
|   121890 |                                31850.8784 | 1995-05-24  |       0 |
|   157093 |                                31828.8960 | 1995-05-29  |       0 |
|   113185 |                                31756.4884 | 1995-07-11  |       0 |
|   148003 |                                31743.5895 | 1995-05-13  |       0 |
|   206981 |                                31358.2464 | 1995-05-31  |       0 |
|   353127 |                                31328.2816 | 1995-04-30  |       0 |
|   437857 |                                31291.7290 | 1995-06-19  |       0 |
|   325062 |                                31253.0411 | 1995-05-03  |       0 |
|   365571 |                                31245.1263 | 1995-05-21  |       0 |
|   435490 |                                31153.0284 | 1995-05-30  |       0 |
|    79846 |                                31118.1780 | 1995-06-26  |       0 |
|   176865 |                                30711.8448 | 1995-05-31  |       0 |
|   332167 |                                30604.5864 | 1995-05-13  |       0 |
|   330496 |                                30540.3669 | 1995-06-08  |       0 |
|   474849 |                                30418.0240 | 1995-06-26  |       0 |
|   257120 |                                30348.0768 | 1995-08-07  |       0 |
|    98529 |                                30226.1596 | 1995-06-16  |       0 |
|   336422 |                                29957.4240 | 1995-05-09  |       0 |
|   132065 |                                29865.0060 | 1995-06-16  |       0 |
|   112036 |                                29716.8930 | 1995-06-24  |       0 |
|   332451 |                                29507.4900 | 1995-07-12  |       0 |
|   127968 |                                29251.3122 | 1995-07-21  |       0 |
|    15201 |                                29181.0200 | 1995-06-07  |       0 |
|    83234 |                                28759.9680 | 1995-06-22  |       0 |
|    51748 |                                28752.2550 | 1995-06-10  |       0 |
|   256481 |                                28393.7472 | 1995-08-06  |       0 |
|   576165 |                                28234.4466 | 1995-05-20  |       0 |
|   154209 |                                28198.8678 | 1995-06-13  |       0 |
|   594599 |                                27530.8920 | 1995-07-23  |       0 |
|   472450 |                                27474.9342 | 1995-07-08  |       0 |
|   478688 |                                27141.6900 | 1995-07-28  |       0 |
|   130630 |                                27036.7740 | 1995-05-12  |       0 |
|   392486 |                                26967.7086 | 1995-05-17  |       0 |
|   542050 |                                26837.1360 | 1995-05-27  |       0 |
|   321568 |                                26533.7370 | 1995-07-26  |       0 |
|   317092 |                                26498.3040 | 1995-06-14  |       0 |
|   268007 |                                26454.6282 | 1995-05-17  |       0 |
|   543682 |                                26342.9300 | 1995-07-16  |       0 |
|    15681 |                                26272.2675 | 1995-06-29  |       0 |
|     5250 |                                26077.5450 | 1995-07-16  |       0 |
|   205670 |                                25890.7873 | 1995-07-14  |       0 |
|   392228 |                                25777.0936 | 1995-07-22  |       0 |
|   538534 |                                25488.3726 | 1995-06-06  |       0 |
|   237157 |                                25432.9344 | 1995-05-30  |       0 |
|    11495 |                                25391.5050 | 1995-07-05  |       0 |
|   184069 |                                25332.5064 | 1995-08-10  |       0 |
|   364612 |                                25319.4000 | 1995-05-18  |       0 |
|   464994 |                                25287.2928 | 1995-06-02  |       0 |
|   392322 |                                25185.8880 | 1995-05-16  |       0 |
|   172999 |                                25148.6928 | 1995-05-21  |       0 |
|   317635 |                                24454.2375 | 1995-07-16  |       0 |
|   556389 |                                24192.3780 | 1995-07-09  |       0 |
|   231396 |                                24190.2936 | 1995-08-03  |       0 |
|    41217 |                                23912.4704 | 1995-07-14  |       0 |
|   355554 |                                23550.1296 | 1995-05-05  |       0 |
|   551010 |                                23504.8848 | 1995-06-03  |       0 |
|   574433 |                                23466.5340 | 1995-07-30  |       0 |
|   426407 |                                23438.9376 | 1995-06-05  |       0 |
|    90688 |                                23429.6322 | 1995-07-03  |       0 |
|   307360 |                                23242.9878 | 1995-07-06  |       0 |
|   349987 |                                23161.3200 | 1995-05-29  |       0 |
|   542086 |                                23083.8404 | 1995-06-30  |       0 |
|    30304 |                                22751.8564 | 1995-06-15  |       0 |
|   227136 |                                22672.1796 | 1995-05-12  |       0 |
|   271879 |                                22487.7600 | 1995-08-02  |       0 |
|   157761 |                                22434.0410 | 1995-06-10  |       0 |
|   537185 |                                22175.5647 | 1995-06-23  |       0 |
|    48544 |                                21957.3585 | 1995-05-17  |       0 |
|   326118 |                                21930.9552 | 1995-05-09  |       0 |
|   104673 |                                21841.5686 | 1995-07-27  |       0 |
|   248743 |                                21799.5316 | 1995-05-05  |       0 |
|   526563 |                                21615.9640 | 1995-07-04  |       0 |
|   548711 |                                21598.2140 | 1995-05-12  |       0 |
|   153024 |                                21251.1816 | 1995-07-09  |       0 |
|   260992 |                                21231.6297 | 1995-06-27  |       0 |
|   249858 |                                21203.0000 | 1995-06-14  |       0 |
|   355943 |                                21184.2180 | 1995-06-19  |       0 |
|   261056 |                                20893.3538 | 1995-06-16  |       0 |
|   481639 |                                20683.3152 | 1995-06-09  |       0 |
|   266944 |                                20380.8423 | 1995-06-17  |       0 |
|   279777 |                                20244.5341 | 1995-05-31  |       0 |
|   385570 |                                20083.0158 | 1995-05-22  |       0 |
|   174343 |                                20013.3150 | 1995-05-05  |       0 |
|   457446 |                                19630.6600 | 1995-06-25  |       0 |
|   286818 |                                19523.7812 | 1995-06-26  |       0 |
|   439495 |                                19414.4832 | 1995-05-11  |       0 |
|   562434 |                                19191.8574 | 1995-06-16  |       0 |
|   424871 |                                19034.0010 | 1995-05-29  |       0 |
|   191329 |                                18886.9500 | 1995-07-24  |       0 |
|   259842 |                                18873.6912 | 1995-05-25  |       0 |
|   195779 |                                18871.7220 | 1995-07-17  |       0 |
|   261252 |                                18227.6822 | 1995-07-25  |       0 |
|   185088 |                                18220.9830 | 1995-05-21  |       0 |
|   238821 |                                18069.1392 | 1995-05-18  |       0 |
|   454308 |                                17988.4992 | 1995-07-17  |       0 |
|   172450 |                                17767.4448 | 1995-07-01  |       0 |
|   173892 |                                17765.0676 | 1995-07-04  |       0 |
|   561671 |                                17202.2592 | 1995-07-31  |       0 |
|   561478 |                                17159.7590 | 1995-08-03  |       0 |
|   277507 |                                17090.7360 | 1995-06-20  |       0 |
|   386849 |                                17006.3190 | 1995-06-09  |       0 |
|   171206 |                                16785.5415 | 1995-05-25  |       0 |
|   421059 |                                16779.3560 | 1995-05-20  |       0 |
|    91105 |                                16685.6768 | 1995-06-11  |       0 |
|   476036 |                                16449.2044 | 1995-05-12  |       0 |
|   308007 |                                15920.2710 | 1995-06-10  |       0 |
|   124199 |                                15856.8192 | 1995-07-03  |       0 |
|   263268 |                                15288.8652 | 1995-06-25  |       0 |
|   514183 |                                15085.6264 | 1995-07-05  |       0 |
|   516263 |                                14936.9820 | 1995-05-20  |       0 |
|   207527 |                                14888.0816 | 1995-05-25  |       0 |
|   475236 |                                14750.9549 | 1995-06-12  |       0 |
|   593248 |                                14650.2160 | 1995-07-23  |       0 |
|   521217 |                                14246.2950 | 1995-05-13  |       0 |
|   314725 |                                14055.1008 | 1995-06-19  |       0 |
|   122915 |                                13949.8524 | 1995-06-04  |       0 |
|    30657 |                                13938.5520 | 1995-05-11  |       0 |
|    68164 |                                13934.8000 | 1995-06-06  |       0 |
|   412742 |                                13580.6594 | 1995-07-12  |       0 |
|   168903 |                                13247.9430 | 1995-07-17  |       0 |
|   434855 |                                12654.8835 | 1995-05-24  |       0 |
|   356224 |                                12419.5890 | 1995-07-11  |       0 |
|   166178 |                                12354.2130 | 1995-07-12  |       0 |
|   210821 |                                11964.1158 | 1995-07-03  |       0 |
|   129346 |                                11911.7700 | 1995-05-29  |       0 |
|   276263 |                                11898.0624 | 1995-06-04  |       0 |
|    25922 |                                11889.9880 | 1995-08-09  |       0 |
|   161063 |                                11882.2256 | 1995-05-13  |       0 |
|   413186 |                                11486.4768 | 1995-07-15  |       0 |
|   222243 |                                11419.7720 | 1995-07-01  |       0 |
|    31751 |                                11280.7332 | 1995-05-27  |       0 |
|   558241 |                                11124.4940 | 1995-07-04  |       0 |
|    88546 |                                11040.6348 | 1995-06-16  |       0 |
|    20448 |                                10872.8730 | 1995-08-03  |       0 |
|     8902 |                                10717.2000 | 1995-06-20  |       0 |
|   340770 |                                10114.6800 | 1995-05-27  |       0 |
|   202948 |                                 9951.9528 | 1995-07-11  |       0 |
|   311623 |                                 9722.4930 | 1995-07-17  |       0 |
|   227010 |                                 9660.1344 | 1995-06-21  |       0 |
|   567236 |                                 9240.6006 | 1995-07-01  |       0 |
|   501958 |                                 9065.0000 | 1995-06-13  |       0 |
|   300071 |                                 8747.2272 | 1995-05-21  |       0 |
|   116769 |                                 8424.6048 | 1995-07-17  |       0 |
|   578084 |                                 7631.9600 | 1995-07-06  |       0 |
|   212614 |                                 7442.3808 | 1995-05-18  |       0 |
|   551841 |                                 7417.7900 | 1995-06-23  |       0 |
|   287236 |                                 7407.5760 | 1995-05-24  |       0 |
|   545476 |                                 7239.0906 | 1995-05-21  |       0 |
|   371747 |                                 7031.8416 | 1995-06-23  |       0 |
|   473314 |                                 6741.0616 | 1995-08-14  |       0 |
|   349989 |                                 6691.5288 | 1995-07-15  |       0 |
|   408001 |                                 6580.9744 | 1995-06-08  |       0 |
|   423361 |                                 6274.7048 | 1995-06-04  |       0 |
|   359652 |                                 6016.6260 | 1995-06-18  |       0 |
|   194882 |                                 5854.3560 | 1995-05-06  |       0 |
|   552224 |                                 5480.5410 | 1995-07-22  |       0 |
|   329381 |                                 5164.8426 | 1995-06-19  |       0 |
|   461858 |                                 5027.2452 | 1995-05-12  |       0 |
|   378116 |                                 4880.9376 | 1995-07-05  |       0 |
|   537440 |                                 4826.8920 | 1995-07-10  |       0 |
|   224547 |                                 4740.7680 | 1995-07-06  |       0 |
|   217568 |                                 4516.8960 | 1995-06-02  |       0 |
|   314982 |                                 4422.9185 | 1995-05-15  |       0 |
|   542342 |                                 4333.7385 | 1995-06-18  |       0 |
|   407558 |                                 4042.7250 | 1995-06-01  |       0 |
|   191203 |                                 3811.6386 | 1995-07-26  |       0 |
|    63271 |                                 3769.9040 | 1995-07-27  |       0 |
|   585924 |                                 3563.6248 | 1995-06-06  |       0 |
|   382276 |                                 3483.7056 | 1995-06-23  |       0 |
|   415140 |                                 3396.6975 | 1995-05-22  |       0 |
|   358114 |                                 3335.7600 | 1995-06-03  |       0 |
|   326466 |                                 3162.7584 | 1995-05-28  |       0 |
|   444455 |                                 2691.1656 | 1995-05-31  |       0 |
